taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_habitat
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca calva,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela quadricornifera,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura cristata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Habrotrochidae,Habrotrocha,Habrotrocha solida,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura agassizi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca ornata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Adinetidae,Adineta,Adineta elongata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca libera,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella duvigneaudi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella chengalathi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Trochosphaeridae,Horaella,Horaella brehmi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura tacita,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura wilsonii,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Squatinella,Squatinella bifurca,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca tenuilobata,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella biloba,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina rapida,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca balatonica,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Philodina,Philodina americana,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Floscularia,Floscularia melicerta,[]
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Floscularia,Floscularia melicerta,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Macrotrachela,Macrotrachela compacta,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella koniari,[]
Animalia,Rotifera,Eurotatoria,Collothecacea,Collothecidae,Collotheca,Collotheca edmondsoni,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Ploima,Lepadellidae,Lepadella,Lepadella rottenburgi,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Flosculariaceae,Flosculariidae,Ptygura,Ptygura pilula,[]
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Pleuretra,Pleuretra africana,['FRESHWATER']
Animalia,Rotifera,Eurotatoria,Bdelloidea,Philodinidae,Rotaria,Rotaria citrina,['FRESHWATER']
